entity1,relationship,entity2
Bolton,maintains,Winterfell
Ramsay,has,Stannis
Gilly,continues,Sam
Gilly,leaves,Olly
Olly,expresses,Tormund
Sam,reassures,Olly
Jon,is,Night
Westeros,stands,Walkers
Sam,is,Jon
Jon,tells,Jon
Tormund,seizes,Lord
Jon,offers,Walker
Loboda,faces,Jon
Loboda,is,Walker
Jon,is,Walker
Jon,retrieves,Longclaw
Longclaw,defends,Walker
Jon,strikes,Walker
King,raises,Karsi
Hardhome,/Appearances,First
Lannister,is,Qyburn
Qyburn,fills,Council
Jon,sends,Pyke
Pyke,sends,Jon
Jon,does,Hardhome
Walkers,is,Hardhome
Forest,covers,Wall
Valyrian,is,Walkers
Tarly,reads,Walkers
Night,discusses,Jon
First,notes,Dragonglass
Dragonglass,is,Walkers
Walker,has,Fist
Jon,is,Othor
Walker,flees,Gilly
Valyrian,is,Walkers
Samwell,asks,Melisandre
Daenerys,is,Valyrian
Royce,fights,Prologue
Walkers,does,Jon
Jon,parries,Longclaw
Samwell,brings,Jon
Jon,remembers,Old
Nan,stories,Bran
Karsi,is,Walkers
King,refers,Night
Snow,is,Lord
Royce,is,Prologue
Will,hides,Waymar
Watch,seems,Walkers
Loboda,accuses,Watch
Watch,borders,North
Hardhome,is,Braavos
Braavos,is,Essos
Loboda,is,Tormund
Karsi,is,Tyrion
Jon,negotiates,Wall
Wall,has,Hardhome
Lannister,has,Meereen
Lannister,is,Westeros
Tyrion,arrives,King
Landing,asks,Cersei
Cersei,admits,Robert
Arryn,denies,Lord
Cersei,has,Arryn
Daenerys,suspects,King
Targaryen,does,Great
Seven,mentions,Targaryens
Tyrells,says,Tyrells
Cersei,intends,Vale
Tyrion,does,Martells
Myrcella,is,Trystane
Targaryen,is,Tyrells
Greyjoys,–,Prince
Targaryens,is,Lannisters
Viserys,thinks,Westeros
House,is,Olenna
Olenna,controls,Westeros
Viserys,cites,Targaryen
Daenerys,is,Liberation
Tyrion,criticizes,Great
Westeros,claims,Great
Westeros,includes,House
Pycelle,has,Cersei
Cersei,manages,Faith
Pycelle,is,Tywin
Tywin,has,House
Westeros,believes,House
House,is,Seven
Tywin,asks,Lannisters
Cersei,is,Tywin
Pycelle,has,Lannisters
Pycelle,is,House
Bolton,explains,Winterfell
Winterfell,is,Stannis
Stannis,tries,Winterfell
Westeros,has,Riverlands
Boltons,is,Seven
Bolton,scouts,Stannis
Stark,does,Winterfell
Winterfell,meets,Boltons
Stark,walks,Lanna
Arya,uses,Lanna
Lanna,is,Braavos
Hardhome,is,Arya
Faceless,tells,Arya
Arya,gets,Braavos
Arya,comes,House
Cersei,remains,Great
Qyburn,tells,Faith
Jon,discovers,Valyrian
Jon,learns,Lord
Snow,meets,Jon
Bolton,decides,Stannis
Kevan,comes,King
Lannister,talks,Yezzan
Qaggaz,comes,Queen
Jon,is,Hardhome
Stannis,is,North
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Mace,visits,Iron
Jon,watches,Castle
Alliser,says,Jon
Jon,reunites,Samwell
Tarly,is,Hardhome
Melisandre,gazes,Lord
Davos,is,Castle
Stannis,asks,Davos
Davos,insists,Boltons
Davos,is,Jon
Stannis,needs,Hand
Stannis,sends,Davos
Davos,visits,Stannis
Davos,leaves,Stannis
Stannis,visits,Shireen
Aegon,says,Westeros
Shireen,is,Shireen
Selyse,is,Lord
Melisandre,begins,Lord
Stannis,believes,Shireen
Shireen,contains,Lord
Stannis,continues,Selyse
Shireen,screams,Stannis
Lannister,is,Areo
Myrcella,says,Dorne
Doran,asks,Jaime
Jaime,has,Dorne
Doran,explains,Myrcella
Jaime,asks,Doran
Doran,intends,Jaime
Ellaria,asks,Lannisters
Jaime,offers,King
Jaime,returns,Ellaria
Doran,asks,Tommen
Tommen,commands,Jaime
Jaime,does,Doran
Doran,says,Myrcella
Doran,explains,Trystane
Doran,insists,Iron
Jaime,finds,Doran
Myrcella,is,Trystane
Ellaria,is,Doran
Jaime,asks,Bronn
Jaime,insists,Bronn
Sand,spar,Obara
Areo,leads,Bronn
Bronn,apologizes,Trystane
Jaime,informs,Bronn
Areo,delivers,Bronn
Areo,brings,Ellaria
Doran,gives,Ellaria
Ellaria,finds,Jaime
Ellaria,is,Oberyn
Jaime,is,Cersei
Cersei,gives,Targaryen
Doran,knows,Myrcella
Jaime,is,Oberyn
Lanna,is,Braavos
Thin,sells,Faceless
Tyrell,is,Ser
Mace,is,Tycho
Mace,addresses,Tycho
Arya,remains,Ser
Arya,abandons,Thin
Thin,follows,Ser
Meryn,accompanies,Mace
Brusco,does,Lhara
Lhara,is,Arya
Arya,spies,Meryn
Meryn,does,Arya
Meryn,is,Arya
Arya,brings,Meryn
Arya,returns,House
Jaqen,says,Thin
Jaqen,is,Arya
Daenerys,sits,Daznak
Hizdahr,indicates,Daenerys
Daario,spars,Hizdahr
Norvosi,is,Jorah
Jorah,is,Norvosi
Braavosi,dispatches,Dothraki
Dothraki,focuses,Jorah
Jorah,grabs,Son
Tyrion,rescues,Missandei
Daenerys,takes,Missandei
Daenerys,climbs,Targaryen
Baratheon,is,Dance
Melisandre,is,Jon
Jon,fears,Maester
Aemon,is,Targaryen
Stannis,expects,Shireen
Melisandre,is,Shireen
Shireen,is,Stannis
Black,gives,Shireen
Shireen,is,Dance
Dragons,is,Dance
Shireen,gives,Rhaenyra
Shireen,is,Tyrion
Lannister,is,Rhaenyra
Tyrion,explains,Rhaenyra
Stannis,is,Dance
Maesters,is,Dragons
Black,is,Northern
Jon,goes,Hardhome
Black,is,Wall
Sand,is,Oberyn
Elia,is,Oberyn
Sand,has,Tyene
Sand,is,Tyene
Ellaria,is,Ellaria
Summer,is,Dorne
Trystane,is,Doran
Dorne,follows,Westeros
Doran,is,Shireen
Doran,sends,Nymeria
Trystane,does,Myrcella
Landing,does,Trystane
Myrcella,is,Martells
Myrcella,has,Martells
Myrcella,explains,Lannister
Ellaria,says,Jaime
Jaime,writes,Jaime
Loraq,is,Sons
Ser,is,Ser
Lannister,assumes,Hand
Arya,sells,Thin
Braavos,does,Seven
Braavosi,is,Dragon
Westeros,has,Braavosi
Arya,watches,Tycho
Braavos,is,Vale
Landing,is,Jon
Conqueror,remembers,Maegor
Mace,says,Maegor
Mace,is,Maegor
Mormont,faces,Braavosi
Dragons,is,Tower
Doran,releases,Dorne
Stannis,offers,Night
Doran,hosts,Kingsguard
Kingsguard,drinks,King
Tommen,agrees,Kingsguard
Prince,chooses,Oberyn
Tormund,returns,Wall
Bolton,lets,Stannis
Hizdahr,is,Daznak
Dany,runs,Drogon
Drogon,flies,Daenerys
Daenerys,looks,Meereen
Jon,lets,Free
Jon,discusses,Walkers
Stannis,authorizes,Lord
Daenerys,has,Battle
Arya,chances,Lannister
Lannister,is,Master
Ellaria,kisses,Doran
Dragons,is,Kingsroad
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Arya,continues,Faceless
Arya,is,Waif
Arya,happens,Waif
Waif,tells,Arya
Arya,is,Arya
Waif,tells,Arya
Arya,is,Arya
Waif,tells,Arya
Waif,asks,Arya
Arya,doesn’t,Waif
Waif,tells,Arya
Arya,faces,Arya
Arya,is,Jaqen
Jaqen,comes,Arya
Arya,is,Arya
Arya,tells,Faceless
Jaqen,is,Arya
Arya,has,Braavos
Arya,is,Hall
Faceless,asks,Arya
Tyrion,is,Jorah
Volantis,comes,Tyrion
Tyrion,is,Jorah
Jorah,explains,Westeros
Tyrion,says,Jorah
Jorah,asks,Jeor
Tyrion,explains,Wall
Tyrion,says,Jorah
Jorah,asks,Tyrion
Tyrion,knows,Wall
Tyrion,asks,Jorah
Jorah,explains,Daenerys
Daenerys,believes,Iron
Tyrion,does,Targaryens
Jorah,pulls,Tyrion
Malko,intends,Volantis
Tyrion,manages,Jorah
Jorah,is,Westeros
Bronn,wonders,Jaime
Jaime,likes,Bronn
Ellaria,sends,Myrcella
Myrcella,is,Trystane
Doran,is,Areo
Doran,asks,Areo
Areo,remembers,Areo
Jaime,tries,Myrcella
Trystane,tries,Bronn
Bronn,knocks,Myrcella
Jaime,tries,Sand
Nym,tries,Areo
Baelish,arrives,Landing
Landing,is,Cersei
Cersei,is,Brother
Lancel,warns,Baelish
Baelish,continues,Loras
Baelish,warns,House
Cersei,is,Ser
Cersei,explains,Baelish
Baelish,asks,Vale
Baelish,assures,Robin
Baelish,reveals,Sansa
Sansa,is,Winterfell
Bolton,has,Ramsay
Baelish,adds,Stark
Stark,gives,Boltons
Baelish,suggests,Boltons
Cersei,claims,Jaime
Jaime,is,Baelish
Baelish,proposes,Vale
Baelish,is,Warden
Cersei,agrees,King
Tyrell,returns,Landing
Olenna,tries,Cersei
Olenna,warns,Cersei
Septon,has,Loras
Loras,expresses,Loras
Sparrow,interrogates,Loras
Sparrow,calls,Olyvar
Olyvar,claims,Loras
Olyvar,admits,Margaery
Olyvar,tells,High
Loras,is,Dorne
Sparrow,has,Loras
Margaery,calls,Tommen
Olenna,regards,Cersei
Sansa,is,Myranda
Sansa,is,Ramsay
Myranda,is,Sansa
Sansa,startles,Myranda
Myranda,knows,Ramsay
Myranda,is,Stark
Winterfell,is,Myranda
Sansa,is,Reek
Reek,comes,Sansa
Sansa,pleads,Ramsay
Sansa,cares,Ramsay
Reek,gives,Sansa
Ramsay,allows,Reek
Greyjoy,is,Roose
Reek,is,Ramsay
Reek,begins,Ramsay
Dorne,refers,Dorne
Dorne,is,Seven
Tarth,does,Winterfell
Myrcella,has,Dorne
Forest,has,Roose
Theon,wears,Robb
Theon,does,Robb
Robb,pins,Winterfell
Sansa,is,Catelyn
Westeros,is,Sansa
Sansa,tells,Tyrion
Cersei,ponders,Margaery
Margaery,realizes,Westeros
Myranda,is,Sansa
Sansa,mentions,Ramsay
Myranda,mentions,Ramsay
Tyrell,is,Margaery
Margaery,is,Cersei
Cersei,is,Loras
Loras,is,Robert
Faith,does,Targaryens
Tyrell,is,Highgarden
Margaery,is,Tyrell
Tyrell,is,Margaery
Margaery,affects,Seven
Baratheon,has,Shireen
Olenna,has,Tywin
Tywin,threatens,Loras
Lannisters,explains,Sansa
Sansa,considers,Tyrells
Littlefinger,explains,Sansa
Sansa,thinks,Stannis
Boltons,is,Boltons
Stannis,wins,Sansa
Stannis,is,Boltons
Cersei,demands,Sansa
Littlefinger,is,Sansa
Sansa,is,Cersei
Sansa,considers,Lannisters
Lannisters,possesses,Vale
Tyrell,has,House
Margaery,is,Tommen
Margaery,is,Olenna
Olenna,is,King
Olenna,is,Blackwater
Hand,parallels,Tywin
Watch,is,Cersei
Olenna,realizes,Cersei
Cersei,is,Tywin
Olenna,points,Cersei
Olenna,points,Lannisters
Tyrells,needs,Lannisters
Baratheon,is,North
Olenna,is,Cersei
Watch,Is,Cersei
Winterfell,waits,Wall
Cersei,says,Littlefinger
Waif,tells,Arya
Arya,is,Waif
Waif,does,Arya
Targaryen,has,Westeros
Robert,is,Westeros
Daenerys,has,Dragonstone
Jorah,is,Westeros
Tourney,is,Tyrion
Tyrion,is,Jorah
Tyrion,does,Jorah
Sam,sends,Castle
Black,has,Wildlings
Pycelle,brings,Council
Tyrion,is,Jeor
Mormont,is,Mormont
Mormont,is,Craster
Samwell,is,Westeros
Mormont,is,Stannis
Tyrion,is,Joffrey
Sand,runs,Myrcella
Myrcella,is,Myrcella
Nymeria,uses,Myrcella
Nymeria,is,Myrcella
Myrcella,is,Myrcella
Obara,lives,New
Tyene,lives,Nymeria
Nymeria,is,Jaime
Sansa,marries,Robert
Ramsay,makes,Reek
Snow,is,Ramsay
Ramsay,is,Boltons
Sansa,is,Theon
Sansa,is,Winterfell
Littlefinger,comes,Sansa
Sansa,is,Ramsay
Ramsay,tears,Sansa
Theon,focuses,Theon
Sansa,is,Sansa
Theon,pulls,Ramsay
Ramsay,is,Sansa
Doran,commands,Areo
Areo,puts,Myrcella
Faceless,warns,Arya
Waif,teaches,Arya
Waif,asks,Arya
Arya,encourages,Arya
Baelish,intends,Vale
Cersei,conspires,Faith
Reek,is,Roose
Ramsay,rapes,Reek
Faceless,tells,Arya
Arya,leads,Hall
Bolton,comes,Old
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Tyrell,brings,Iron
Braavos,is,Westeros
Cersei,does,Tyrells
Mace,is,Cersei
Cersei,takes,Cersei
Pycelle,points,Council
Council,is,Pycelle
Cersei,meets,High
Sparrow,has,High
Cersei,is,Crown
Sparrow,has,Silent
Septon,is,Targaryens
Cersei,hopes,Crown
Faith,is,Faith
Lancel,leads,Faith
Lancel,proclaims,Loras
Tyrell,is,Tommen
Tommen,is,Loras
Tommen,demands,Loras
Tommen,thinks,High
Sparrow,heads,Great
Sept,is,Faith
Margaery,is,Tommen
Tommen,is,Olenna
Pentoshi,is,Oldtown
Jaime,identifies,Estermont
Jaime,explains,Bronn
Myrcella,let,Tyrion
Jaime,says,Varys
Bronn,says,Jaime
Jaime,sees,Tyrion
Jaime,'s,Tywin
Bronn,rows,Jaime
Bronn,kills,Jaime
Bronn,is,Lannister
Lannister,is,Dorne
Jaime,says,Bronn
Bronn,kills,Jaime
Bronn,says,Jaime
Sand,is,Nymeria
Nym,is,Tyene
Sand,is,Ellaria
Ellaria,is,Cersei
Ellaria,asks,Dorne
Tyrion,is,Jorah
Mormont,knocks,Tyrion
Tyrion,urges,Jorah
Tyrion,surmises,Jorah
Queen,is,Cersei
Daenerys,deduces,Tyrion
Tyrion,laughs,Jorah
Tyrion,is,Daenerys
Daenerys,is,Jorah
Jorah,smacks,Tyrion
Melisandre,seduces,Jon
Snow,trains,Castle
Selyse,is,Stannis
Melisandre,appears,Stannis
Light,does,Shireen
Selyse,departs,Melisandre
Melisandre,discusses,Winterfell
Stannis,intends,Blackwater
Jon,goes,Samwell
Samwell,hands,Roose
Bolton,is,Warden
North,has,Houses
Winterfell,does,Stark
Jon,refuses,Stannis
Melisandre,points,Snow
Melisandre,leaves,Lord
Stannis,is,Castle
Stannis,begins,Castle
Black,is,Shireen
Shireen,is,Dragonstone
Shireen,is,Stannis
Stannis,explains,Shireen
Stannis,says,Maester
Stannis,insists,Shireen
Shireen,gives,Stannis
Stark,finds,Robert
Littlefinger,says,Lyanna
Littlefinger,wonders,Rhaegar
Littlefinger,is,King
Boltons,explains,Stannis
Boltons,bets,Stannis
Stannis,is,Westeros
Sansa,asks,Stannis
Stannis,gets,Littlefinger
Littlefinger,explains,Ramsay
Littlefinger,kisses,Sansa
Dany,speaks,Ser
Targaryen,is,Great
Selmy,brings,Rhaegar
Barristan,says,Rhaegar
Daenerys,is,Viserys
Worm,continues,Sons
Barristan,says,Rhaegar
Naharis,comes,Hizdahr
Daenerys,asks,Barristan
Barristan,wants,Daario
Hizdahr,beseeches,Daenerys
Daenerys,refuses,Hizdahr
Meereenese,helps,Second
Unsullied,directs,Sons
Worm,is,Unsullied
Will,Yates,Night
Harpy,is,Slaver
Dorne,appears,Dorne
Landing,is,Daenerys
Eyrie,is,Vale
Arryn,is,Vale
Dorne,is,Dorne
Dorne,is,Sunspear
Sunspear,'s,Sunspear
Sand,is,Dorne
Dragons,covers,Seven
Tywin,is,Lannisters
Tyrell,reveals,Iron
Mace,mentions,Royal
Cersei,grows,Royal
Royal,is,Tyrells
Jaime,is,Lord
Kingsguard,is,Dorne
Cersei,is,Ser
Tommen,tries,High
Meryn,has,Braavos
Braavos,is,Kingsguard
Kingsguard,talks,Tommen
Joffrey,tortures,Marillion
Dorne,seems,King
Worm,has,Unsullied
Worm,tells,Missandei
Worm,'s,Grey
Septon,has,High
Septon,does,High
Sparrow,goes,High
Sparrow,brings,Faith
Sparrow,'s,Faith
Lancel,does,Lancel
Lancel,drags,High
Loras,has,Faith
Tommen,is,Kingsguard
Oldtown,is,Westeros
Jaime,is,Tyrion
Jaime,denies,Tyrion
Tysha,wants,Cersei
Cersei,is,Jaime
Wall,has,Dorne
Dorne,has,Westeros
Jaime,does,Dorne
Jaime,punches,Frey
Sand,episodes,Nymeria
Stark,finds,Lyanna
Stark,is,Sansa
Martell,does,Rhaegar
Littlefinger,explains,Sansa
Littlefinger,is,Sansa
House,is,Littlefinger
Littlefinger,tells,Sansa
Sansa,thinks,Stannis
Boltons,'s,Westeros
Stannis,is,Wall
Stannis,does,Winterfell
Littlefinger,assumes,North
Volantis,is,Greyscale
Stannis,relates,Stannis
Stannis,leaves,Castle
Black,dies,Boltons
Boltons,expects,Shireen
Snow,Houses,Houses
House,is,Samwell
Samwell,is,Lady
Harrenhal,is,Prince
Barristan,speaks,Dany
Obara,recounts,Oberyn
Cersei,consigns,Mace
Doran,hatches,Myrcella
Cersei,concedes,High
Sparrow,agrees,Faith
Kingsguard,arrives,Dorne
Melisandre,tries,Jon
Melisandre,warns,Jon
Jon,refuses,Night
Tyrion,is,Cersei
Daenerys,is,Jorah
Tyrion,argues,Jorah
Coin,is,Braavos
Sansa,is,Littlefinger
Sand,'s,Myrcella
Ellaria,strokes,Oberyn
Worm,holds,Sons
Harpy,is,Kingsroad
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Sansa,tries,Theon
Sam,gives,Jon
Gilly,brings,Sam
Aemon,has,King
Aemon,warns,Gilly
Wall,comes,Walkers
Samwell,loses,Gilly
Sam,eulogizes,Aemon
Gilly,is,Sam
Sam,is,Gilly
Reek,brings,Sansa
Reek,tells,Ramsay
Sansa,asks,Ramsay
Sansa,reminds,Reek
Sansa,has,North
North,tells,Tower
Sansa,reminds,Theon
Sansa,is,Ramsay
Sansa,reminds,North
Ramsay,is,Roose
Ramsay,is,Sansa
Sansa,does,Jon
Ramsay,shows,Sansa
Ramsay,reveals,Sansa
Reek,seems,Sansa
Brienne,stares,Winterfell
Davos,thinks,Castle
Stannis,tells,Castle
Stannis,asks,Melisandre
Melisandre,is,Winterfell
Melisandre,assures,Stannis
Melisandre,states,King
Doran,has,Areo
Jaime,is,Jaime
Myrcella,is,Jaime
Myrcella,refuses,Trystane
Bronn,is,Dornishman
Sand,listen,Obara
Bronn,collapses,Tyene
Tyene,reveals,Bronn
Bronn,tosses,Bronn
Olenna,meets,High
Sparrow,tells,Gods
Olenna,threatens,Tyrell
Sparrow,is,Westeros
Olenna,receives,Petyr
Tommen,rails,Margaery
Olenna,reminds,Joffrey
Littlefinger,explains,King
Cersei,meets,Margaery
Margaery,brings,Margaery
Margaery,is,Loras
Cersei,does,Margaery
Margaery,is,Tommen
Tommen,loves,Margaery
Cersei,tells,Margaery
Margaery,throws,Cersei
Cersei,leaves,Margaery
Sparrow,predates,Great
Sparrow,is,Cersei
Lancel,appears,Cersei
Sparrow,has,Cersei
Jorah,is,Malko
Yezzan,leaves,Tyrion
Tyrion,convinces,Jorah
Daario,discuss,Hizdahr
Daario,advises,Great
Dany,believes,Daario
Yezzan,takes,Meereen
Hizdahr,has,Meereen
Jorah,elbows,Yezzan
Jorah,defeats,Dany
Jorah,declares,Tyrion
Tyrion,enters,Queen
Gift,/Appearances,Yezzan
Littlefinger,has,Olenna
Meereen,catches,Daenerys
Varys,ends,Meereen
Jaime,starts,Brienne
Naharis,is,Meereen
Daenerys,is,Yunkai
Daenerys,has,Meereen
Meereen,is,Wise
Yunkai,involves,Meereen
Qaggaz,is,Yunkish
Daario,is,Daenerys
Daenerys,says,Great
Daario,seems,Masters
Daario,has,Hizdahr
Daenerys,has,Red
Malko,presents,Jorah
Jorah,is,Yezzan
Aemon,makes,Daenerys
Aemon,is,Inside
Aemon,talks,Aegon
Gilly,is,Night
Aemon,dies,Samwell
Gilly,is,Samwell
Gilly,is,Samwell
Ghost,defends,Gilly
Gilly,has,Samwell
Ygritte,is,Ygritte
Jon,wants,Jon
Gilly,does,Samwell
Gilly,has,Sam
Black,is,Wall
Stannis,is,Jon
Bolton,is,Westeros
Ramsay,is,Ramsay
Roose,is,Walda
Frey,is,Ramsay
Sansa,is,Ramsay
Walda,has,Sansa
Sansa,is,Ramsay
Roose,considers,Ramsay
Walda,is,Ramsay
Ramsay,does,Roose
Snow,has,Lord
Royce,goes,Winterfell
Ramsay,remains,Vale
Tully,is,Lannister
Tully,is,Riverrun
Arryn,is,Littlefinger
Arya,is,Sansa
Jon,experiences,Night
Watch,does,Sansa
Braavos,becomes,Stannis
Bank,has,Lannisters
Cersei,tries,Iron
Cersei,has,Stannis
Stannis,dispatches,Ser
Free,hopes,Westeros
Westeros,proceeds,Winterfell
Cersei,is,High
Stannis,is,Stannis
Daenerys,arrives,Slaver
Bay,wins,Second
Melisandre,wants,Shireen
Stannis,receives,Iron
Bank,sends,Ser
Braavos,dies,Winterfell
Winterfell,expects,Shireen
Melisandre,insists,Boltons
Reek,is,Theon
Ramsay,has,Reek
Theon,introduces,Theon
Baratheon,has,Dorne
Myrcella,has,Dorne
Dorne,has,Dorne
Aemon,dies,Gilly
Gilly,wants,Mance
Dornishman,is,Dornishman
Dornishman,is,Dornishman
Dornishman,has,Dornishman
Bronn,gets,Blackwater
Tyene,is,Asshai
Melisandre,is,Tyene
Lannister,comes,Great
Tyrell,takes,High
Cersei,spends,Margaery
Tyrion,focuses,Faith
Cersei,has,Margaery
Cersei,is,Cersei
Cersei,is,Tyrells
Tommen,loves,Joffrey
Margaery,drops,Joffrey
Sparrow,points,Great
Myrcella,helps,Cersei
Tommen,is,Cersei
Myrcella,tells,Jaime
Jaime,'s,Dorne
Myrcella,says,Cersei
Myrcella,is,Cersei
Cersei,is,Tommen
Robert,does,Joffrey
Littlefinger,remains,Faith
Olenna,is,Faith
Olenna,has,House
Highgarden,is,Tyrell
Aemon,is,Sam
Aegon,tells,Samwell
Sam,eulogizes,Citadel
Sansa,is,Jon
Jon,is,Lord
Cersei,goes,Great
Cersei,feigns,Margaery
Cersei,claims,Margaery
Sparrow,asks,Margaery
Margaery,says,Queen
Cersei,threatens,Septa
Daenerys,expects,Hizdahr
Daario,says,Great
Masters,horrifies,Dany
Doran,hosts,Kingsguard
Jon,is,North
Bolton,muses,Stannis
Ramsay,keeps,Theon
Daario,expresses,Hizdahr
Hizdahr,asks,Dany
Reek,is,Ramsay
Tyrion,is,Daznak
Jon,sends,Watch
Tyrion,sees,Daenerys
Jon,plans,Hardhome
Brothers,oh,Brothers
Dornishman,does,Dornishman
Cersei,is,Septa
Gift,is,Kingsroad
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
North,begins,Melisandre
Stannis,prepares,Winterfell
Stannis,is,Bolton
Bolton,defeats,Stannis
Stannis,leaves,Sansa
Stannis,tells,Brienne
Ramsay,finishes,Baratheon
Stannis,sees,Winterfell
Myranda,threatens,Sansa
Myranda,tells,Sansa
Theon,breaks,Bolton
Bolton,causes,Myranda
Arya,kills,Meryn
Trant,is,Braavosi
Arya,returns,House
Arya,hears,Jaqen
Waif,has,Jaqen
Arya,asks,Jaqen
Tyrion,addresses,Jorah
Daario,does,Tyrion
Worm,is,Unsullied
Tyrion,watches,Daario
Varys,walks,Tyrion
Volantis,is,Tyrion
Dothraki,surrounds,Daenerys
Daenerys,finds,Meereen
Drogon,is,Meereen
Daenerys,is,Dothraki
Ellaria,kisses,Myrcella
Sand,kisses,Myrcella
Sand,flirts,Bronn
Jamie,begins,Myrcella
Myrcella,knows,Jamie
Unella,enters,Cersei
Cersei,is,High
Lancel,denies,Jaime
Unella,rings,Faith
Cersei,makes,Red
Cersei,finds,Kevan
Qyburn,suggests,Cersei
Snow,tells,Sam
Wall,is,Dragonglass
Sam,asks,Jon
Jon,reminds,Citadel
Sam,promises,Jon
Jon,refuses,Stannis
Davos,pressures,Melisandre
Olly,deals,Lord
Jon,is,Olly
Snow,rushes,Thorne
Thorne,makes,Lord
Snow,is,Watch
Cersei,asks,High
Bolton,appears,Ramsay
Qyburn,introduces,Kingsguard
Gregor,is,Qyburn
Kevan,is,Gregor
Trant,does,Braavos
Arya,repeats,Lommy
Faceless,is,Meryn
Trant,takes,Braavos
Braavos,is,Tickler
Trant,remains,Arya
Arya,returns,House
Waif,is,Faceless
Waif,'s,Waif
Waif,has,Faceless
Faceless,dies,Arya
Jaqen,dies,Faceless
Westeros,has,Jaqen
Braavos,is,Jaqen
Braavos,is,Jaqen
Arya,kills,Ser
Targaryen,encounters,Dothraki
Daenerys,belongs,Khal
Daenerys,wears,Dothraki
Dany,visits,Hizdahr
Lannister,speaks,High
Sparrow,knows,High
Priestess,is,Volantis
Valyrian,is,Valyrian
Tarly,'s,Arya
Tyrion,knows,High
Missandei,knows,High
Valyrian,is,Tyrion
Missandei,does,Tyrion
Valyrian,understands,High
Missandei,is,Tyrion
Tommen,is,Dorne
Ellaria,is,Dorne
Myrcella,rises,Ellaria
Doran,is,King
Cersei,is,Tyrion
Cersei,starts,Joffrey
Tywin,blames,Tyrion
Tyrion,does,Tyrion
Tyrion,does,Cersei
Myrcella,has,Jaime
Tyrion,has,Cersei
Tyrion,is,Tywin
Trant,has,Arya
Arya,does,Lannister
Myranda,is,Bastard
Tommen,is,Robert
Myrcella,makes,Tommen
Stannis,renders,House
Bank,attacks,Castle
Winterfell,reveals,Stannis
Bolton,seems,Stannis
Theon,kills,Myranda
Snow,is,Olly
Jon,is,Myrcella
Myrcella,falls,Brienne
Tarly,is,Oldtown
Lannister,is,King
Westeros,is,Starks
Stark,encounters,Cersei
Lancel,has,Jaime
Cersei,does,Stannis
Cersei,has,King
Council,is,Cersei
Cersei,agrees,Littlefinger
Tywin,has,Cersei
Cersei,wears,Cersei
Cersei,[,Cersei
Stannis,leaves,Wall
Stannis,is,Stannis
Stannis,is,Davos
Stannis,is,Shireen
Northern,is,Boltons
Bolton,is,Stannis
Snow,receives,Ramsay
Bolton,has,Stannis
Snow,intersects,Night
Jon,says,Ramsay
Ramsay,makes,Watch
Jon,is,Jon
Jon,keeps,Boltons
Boltons,is,Watch
Melisandre,abandons,Stannis
Black,remains,Wall
Jon,is,Castle
Thorne,does,Jon
Thorne,dislikes,Jon
Jon,tells,Janos
Janos,knows,Jon
Janos,accepts,Jon
Jon,is,First
Thorne,is,First
Bowen,betrays,Jon
Stannis,remains,Thorne
Cersei,is,Council
Stark,is,Ramsay
Arya,does,Meryn
Oldtown,is,Westeros
Riverrun,is,Catelyn
Riverrun,has,Brynden
Tyrion,leaves,Meereen
Meereen,intersects,Arya
Sam,is,Jon
Cat,wanders,Arya
Faceless,finds,Arya
Stark,gives,Arya
Jon,sends,Sam
Kingsguard,is,King
Theon,agrees,Winterfell
Cersei,decides,Septa
Jaime,is,Stannis
Sparrow,says,Gods
Queen,agrees,Meereen
Tyrion,witnesses,Drogon
Cersei,is,Great
Cersei,resolves,Red
Qyburn,introduces,Kingsguard
Jon,receives,King
Dany,decides,Meereen
Dothraki,is,Khal
Arya,fools,Lannister
Myranda,prepares,Reek
Sparrow,comes,Cersei
Unella,escorts,Cersei
Cersei,enters,Red
Pycelle,passes,Qyburn
Qyburn,wraps,Lannister
Cersei,follows,Qyburn
Graces,has,Realm
Snow,falls,Olly
Westeros,↑,Gift
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Arya,arrives,Braavos
Sand,seeks,Oberyn
Arya,is,Titan
Arya,is,Jaqen
House,tosses,Braavos
Jaqen,responds,Arya
Varys,explains,Meereen
Varys,is,Cersei
Tyrion,asks,Cersei
Tyrion,has,Tyrion
Jaime,reveals,Dorne
Cersei,lashes,Jaime
Myrcella,ignores,Cersei
Cersei,convenes,Council
Hand,announces,Tommen
Tommen,has,Qyburn
Tommen,has,Mace
Ships,extends,Master
Pycelle,is,Qyburn
Kevan,is,Cersei
Queen,berates,Council
Bronn,is,Lollys
Lollys,reminds,Bronn
Jaime,finds,Bronn
Cersei,has,Lollys
Bronn,is,Jaime
Jaime,helps,Myrcella
Sand,demands,Doran
Hotah,blocks,Doran
Myrcella,is,Trystane
Doran,refuses,Oberyn
Prince,departs,Doran
Brienne,mentions,Sansa
Sansa,denies,Brienne
